98.342738	1.368747	86.334318	0.579425
75.200539	2.893001	94.310599	0.695859
50.331523	0.643838	56.771545	2.504551
97.341642	3.115037	67.189423	0.539440
98.391900	2.474787	75.339587	1.918431
54.672703	1.825659	73.543603	1.364887
78.652132	1.158085	84.371854	2.170534
90.913053	1.504391	96.763744	3.267639
84.960434	0.718168	89.158627	0.419130
59.608556	0.174157	66.874235	1.964170
58.503231	4.674408	69.562454	0.129485
72.464494	0.487951	85.555974	3.955948
50.559518	0.590326	53.003835	4.323390
53.315802	3.663327	67.509300	0.759208
54.405406	1.293279	50.674336	3.324317
60.865796	1.137403	67.705009	3.728546
85.926028	2.047544	97.879326	4.711820
89.862200	0.537233	82.402951	1.300377
70.378914	4.843019	75.938537	2.876249
52.411204	3.856200	54.657901	1.098980
71.755169	3.953972	79.995406	1.635167
62.676210	3.876248	54.862879	4.884801
67.295133	4.508023	62.148755	2.226218
94.847710	2.267356	99.988746	1.783386
92.192518	1.299019	70.156339	1.840421
67.877457	0.490196	64.839350	4.267981
50.111219	0.721360	91.267542	0.559047
55.751563	3.154447	73.067947	1.127705
53.468757	1.434475	75.230482	4.573087
90.518270	1.278652	86.647194	1.740663
76.361768	1.571688	59.951750	1.864265
74.544744	3.550929	89.114861	0.922247
53.739844	1.635161	62.607346	1.134883
88.765511	0.919211	85.074670	2.308977
94.356878	1.940448	81.766748	4.870980
71.994126	0.164383	55.177403	0.471380
53.351666	1.101162	93.403749	0.510374
95.162704	2.247303	53.984582	1.075700
77.797514	1.724657	87.180780	3.752151
77.566764	4.250181	60.934593	4.785739
71.305993	1.605157	93.578734	0.166219
90.483794	3.045798	62.932546	3.986378
98.718470	3.048952	82.800358	4.897351
80.275015	3.186377	98.359499	3.743986
98.860650	0.583764	94.551905	4.736698
99.434279	4.486999	57.131694	4.921195
66.232479	2.715009	97.585053	2.188318
86.354814	0.832123	77.697295	3.120400
72.469808	1.849569	97.949704	1.287453
70.597596	2.463842	53.584969	3.152679
68.105956	3.879210	82.040631	1.161736
69.978583	2.154748	52.381936	4.099074
62.743301	2.852094	69.271062	3.684336
77.522005	2.857314	88.870613	4.149887
81.994616	2.859302	85.595968	1.275678
76.813432	4.515637	84.874758	1.376273
51.457517	4.354224	79.817976	2.318706
86.128013	0.656179	58.887417	0.817214
67.956314	4.402587	89.120027	1.593449
63.792391	4.961054	65.770068	0.330408
91.861133	1.208812	92.510871	2.289240
55.980060	2.815869	58.789187	2.336455
79.465291	3.777857	50.251700	1.549918
55.740571	2.868589	74.069512	0.025971
66.854364	3.636926	82.685335	4.482506
69.463067	2.947340	53.385151	4.833201
95.839416	0.199046	54.641665	4.531686
93.865127	4.523131	65.821074	2.561488
87.069047	3.962083	86.316972	3.035229
61.645590	2.639524	61.187674	1.124749
83.345473	4.595759	79.915078	3.416412
84.702564	1.957575	72.995279	1.984701
81.339633	4.421371	78.782681	3.380003
57.401339	1.000293	71.935864	0.728054
53.465913	0.878760	89.138838	1.255145
89.302265	3.990729	99.534914	0.767430
51.195920	4.812747	64.701837	0.170817
70.873399	3.232479	64.084227	1.068750
59.147511	0.575369	87.235966	2.102334
56.388463	1.888279	87.272715	3.229718
96.167663	3.446407	52.279596	0.786885
97.062237	3.456752	89.488097	1.429104
56.360641	1.722271	98.372192	4.494204
69.821066	1.941930	85.274053	0.788409
60.536974	3.912375	74.748690	2.521839
75.020844	0.241718	73.829304	1.980264
72.374896	0.040819	72.481253	4.942342
95.775341	4.218681	98.074033	1.914132
94.313318	4.864010	88.819659	2.837021
60.428727	0.402129	56.915860	4.104853
80.608827	4.603648	90.590754	2.004893
95.962555	2.892413	68.975777	3.912724
84.099138	1.516482	69.238406	0.163633
90.727604	1.092942	73.335309	2.643032
50.150266	0.479164	73.574695	0.023288
68.729276	0.524680	92.247041	3.588262
70.595077	3.455784	80.372932	0.422080
62.659207	4.000446	99.846680	1.316472
61.783785	0.642389	86.812018	0.497718
50.017588	2.493189	75.846623	0.937321
62.871000	3.933811	74.013731	3.671892
79.714096	1.816888	70.757864	2.269414
93.755203	3.823209	92.009945	4.386925
89.860038	3.724368	76.653295	0.246279
86.190619	1.021016	93.409722	0.344189
64.644920	4.662142	59.057216	3.607126
66.171412	3.501156	83.818189	2.092067
54.121353	2.940938	67.034437	2.478422
72.125675	3.234432	96.355600	2.303300
88.209096	1.281050	97.259255	2.392802
96.298098	3.622661	99.247263	0.100952
74.018489	2.466912	98.738564	3.129480
71.256084	2.555141	91.684941	4.240435
67.283667	2.764721	58.715024	1.876210
81.774746	4.484497	98.821875	3.718290
95.039538	0.075437	99.286570	3.444568
86.024050	1.416230	89.481155	0.207997
78.634249	1.010002	61.673071	4.295874
97.782535	1.461935	99.788351	1.215072
72.711207	2.389199	93.367181	1.089012
59.338376	2.655696	71.498183	2.060428
89.105103	1.768774	78.355888	4.027174
55.795506	2.468991	88.304369	1.413607
88.275438	2.430138	86.813939	1.726957
61.998403	2.426274	84.529707	4.441843
89.939034	1.453352	59.422969	0.559530
75.213006	3.097452	71.669049	0.667361
55.076356	4.032724	50.696612	3.625867
57.006020	0.191049	60.283501	3.073823
81.330586	4.033788	89.240158	1.036483
71.174769	1.969578	86.537169	1.572377
75.777407	1.965997	85.474906	4.505661
71.799485	0.189861	58.613166	1.697656
73.585479	2.180631	77.501200	2.737598
72.698237	1.361618	77.870870	0.777255
56.402516	0.025107	64.742569	2.316810
65.493260	4.983064	81.020776	0.035471
69.105050	1.961059	93.664108	1.442433
81.306282	4.934374	87.187015	4.715546
74.404912	1.317890	84.188147	1.118771
50.604691	3.899444	73.570924	0.831096
50.990609	4.176772	74.001749	4.440544
64.369350	0.603648	62.497747	3.444860
85.759608	0.124178	88.897229	4.855218
56.930113	3.286312	98.739389	2.206462
62.035970	3.880864	54.245310	4.597258
80.605154	2.380983	76.154021	0.160433
89.828513	4.246529	86.954503	4.699372
55.675544	2.310167	58.970630	0.410928
93.456735	4.904609	99.763557	4.699233
77.880530	3.352708	91.070393	3.054737
55.430278	4.645114	97.925956	0.886393
91.654862	3.747984	93.565004	3.136541
50.338347	2.599593	93.989571	4.755988
67.669064	4.012298	59.950352	4.390569
85.633748	0.156848	53.100910	0.836920
96.248897	0.009885	85.282825	3.302690
90.510667	1.194375	56.140841	4.019202
94.464308	2.583936	54.392300	1.827057
64.065325	4.883720	65.220084	4.917801
81.365202	4.104088	75.752787	4.302073
62.559867	3.552990	99.783795	3.130811
58.791628	4.634969	84.631150	2.082185
69.224858	0.937449	85.490563	0.630259
77.626935	3.384188	79.071721	3.714424
88.791256	4.709753	50.748421	1.996385
84.402495	3.494741	94.398707	4.931487
99.413177	4.112221	86.103261	2.473057
56.112223	4.022068	99.368923	4.347417
79.127921	1.100562	57.052468	1.394238
87.912383	1.095415	60.395521	2.998184
93.696576	0.567774	85.697617	2.169302
98.416718	2.134578	63.706116	4.582021
93.958912	0.938021	80.112448	0.851463
81.046031	0.596670	69.145691	4.175591
70.432322	4.851246	65.240170	4.988999
60.064861	0.542099	95.751467	2.051819
50.257669	2.820630	91.419668	0.263283
67.256787	1.088744	84.283199	0.182418
72.371631	1.274809	73.448870	2.633958
61.524992	4.066488	97.019241	0.760832
98.703585	1.633471	61.879126	0.533820
84.963781	1.671774	71.610609	3.492784
58.942532	3.270610	98.611089	3.393242
71.557160	0.416455	75.664813	2.313721
83.015271	4.883530	86.116575	2.081862
84.039287	0.189866	69.694691	3.791832
91.686607	4.751951	51.066703	2.572236
83.372386	3.450070	68.803397	2.742960
71.641793	4.339512	65.965334	0.838886
79.203328	0.537087	68.058651	4.227407
60.242302	2.091069	56.381535	4.291403
78.577041	3.782221	63.033297	0.830973
96.935271	4.797817	79.673039	4.239467
60.192779	4.070517	72.345037	0.127179
86.337272	1.532357	87.383842	3.173633
90.311416	1.976854	97.039396	0.653815
90.869294	2.068084	61.092383	0.466530
96.196216	2.677203	60.896376	4.760993
73.767572	3.587933	82.055021	4.200317
61.335257	3.035597	75.556284	2.229093
82.572703	1.474130	83.167620	1.910103
